id,first_name,last_name,gender,phone_number,address,birthdate,blood_type,favorite_color,credit_score
2232,Donald,Lewis,['M'],+91 - 4872712564,"{'street_address': '374 Christopher Ports', 'city': 'Rossfort', 'state': 'Kansas', 'zipcode': '66671'}",1994-07-26,A-,DarkViolet,558
2233,Natalie,Stevens,['M'],+81 - 0970530747,"{'street_address': '276 Ashley Extension', 'city': 'Josephbury', 'state': 'Oklahoma', 'zipcode': '53922'}",1950-05-16,AB+,LightGreen,308
2234,Gabrielle,Barrett,['M'],+1 - 2871594182,"{'street_address': '661 Mueller Circle Apt. 313', 'city': 'Lake Robertfurt', 'state': 'Virginia', 'zipcode': '37580'}",1981-08-24,O+,DarkOrchid,613
2235,Robert,Hernandez,['F'],+81 - 0168639158,"{'street_address': '454 Warren Mountains', 'city': 'North Christineview', 'state': 'Wisconsin', 'zipcode': '31356'}",1981-12-02,AB-,Magenta,588
2236,Eduardo,Perez,['F'],+81 - 6132808443,"{'street_address': '40850 Farley Lake', 'city': 'West Lisamouth', 'state': 'Nebraska', 'zipcode': '77480'}",1953-04-02,O+,DimGray,460
2237,Brandon,Lin,['M'],+1 - 3405524745,"{'street_address': '401 Corey Shores', 'city': 'Tammybury', 'state': 'Ohio', 'zipcode': '25927'}",1946-09-10,AB-,GreenYellow,381
2238,John,Galloway,['F'],+1 - 5128800298,"{'street_address': '62910 Thompson Shores', 'city': 'Port Joshua', 'state': 'Oklahoma', 'zipcode': '56289'}",1983-11-10,A-,IndianRed,403
2239,Madison,Parker,['M'],+91 - 1946156023,"{'street_address': '6168 Walker Way Apt. 606', 'city': 'Katherineport', 'state': 'Florida', 'zipcode': '00981'}",1962-01-15,B-,ForestGreen,819
2240,Sherry,Anderson,['M'],+44 - 5336276564,"{'street_address': '87305 Christopher Centers', 'city': 'Port Lauren', 'state': 'Kansas', 'zipcode': '75023'}",1951-03-14,O-,MintCream,639
2241,Anna,Swanson,['M'],+1 - 7895238015,"{'street_address': '0735 Powell Square Suite 643', 'city': 'Karenmouth', 'state': 'New Mexico', 'zipcode': '69643'}",1998-05-06,B+,DarkOrange,484
2242,Robert,Shaw,['M'],+81 - 5981138464,"{'street_address': '14726 Robert Meadows Apt. 559', 'city': 'North Brittanyfort', 'state': 'West Virginia', 'zipcode': '46339'}",1973-02-08,A-,Peru,329
2243,Brenda,York,['F'],+44 - 2998959719,"{'street_address': '84636 Eric Turnpike Suite 669', 'city': 'East John', 'state': 'Montana', 'zipcode': '64834'}",1991-12-29,AB-,MistyRose,596
2244,Nicole,Hernandez,['M'],+44 - 3112566271,"{'street_address': '792 Norris Orchard', 'city': 'West Christopher', 'state': 'Kansas', 'zipcode': '26437'}",1974-03-24,O-,GoldenRod,571
2245,Kelly,Hart,['M'],+91 - 9815908501,"{'street_address': '339 Perry Branch Suite 738', 'city': 'Lake Traceyview', 'state': 'Oklahoma', 'zipcode': '52736'}",2002-10-22,A-,SeaGreen,828
2246,Francisco,Thompson,['F'],+1 - 3824842487,"{'street_address': '102 Horn Brooks Apt. 819', 'city': 'Bridgetberg', 'state': 'Maine', 'zipcode': '71484'}",1961-03-23,AB-,HoneyDew,601
2247,Katie,Mitchell,['M'],+44 - 0986225423,"{'street_address': '0064 Yates Flat', 'city': 'South Linda', 'state': 'California', 'zipcode': '05511'}",1944-04-02,O-,LightCyan,488
2248,Melissa,Perez,['F'],+86 - 0675421114,"{'street_address': '066 Cheryl Villages Apt. 300', 'city': 'North Nicholasview', 'state': 'California', 'zipcode': '28092'}",1965-05-25,O+,DeepSkyBlue,553
2249,Erik,Patel,['M'],+91 - 7622147889,"{'street_address': '9294 Robles Stravenue Apt. 784', 'city': 'North Joshuachester', 'state': 'Massachusetts', 'zipcode': '18150'}",1997-10-12,B-,HotPink,639
2250,Kevin,Snyder,['F'],+91 - 8478736764,"{'street_address': '6562 Mendoza Rue Apt. 195', 'city': 'New David', 'state': 'Wyoming', 'zipcode': '55460'}",1946-09-08,O+,RosyBrown,804
2251,Jeremy,Stanley,['F'],+86 - 6250242430,"{'street_address': '4457 Jason Fort', 'city': 'East Margaretshire', 'state': 'Georgia', 'zipcode': '33795'}",1972-12-26,A-,MediumVioletRed,415
2252,Brad,Smith,['M'],+86 - 4220146392,"{'street_address': '547 Evans Glen', 'city': 'Anthonyhaven', 'state': 'Kentucky', 'zipcode': '14227'}",1982-09-11,B-,DarkGoldenRod,660
2253,Kari,Mendoza,['M'],+91 - 9458931463,"{'street_address': '80938 Walker Landing Suite 110', 'city': 'Matthewfort', 'state': 'Nevada', 'zipcode': '20391'}",1973-04-25,AB-,Turquoise,790
2254,Tanya,Alexander,['F'],+1 - 9377139127,"{'street_address': '9336 Jones Trail', 'city': 'Kevinfurt', 'state': 'Texas', 'zipcode': '96527'}",1949-04-19,A-,DarkSlateBlue,363
2255,Douglas,Larson,['F'],+81 - 6996473277,"{'street_address': '738 Alyssa Mill Suite 483', 'city': 'Dawnmouth', 'state': 'Montana', 'zipcode': '99417'}",1983-07-20,O-,Coral,477
2256,Phillip,Dunn,['F'],+81 - 8444102161,"{'street_address': '5182 Ramirez Radial', 'city': 'West Christine', 'state': 'Rhode Island', 'zipcode': '44088'}",1948-12-03,B-,Orange,436
2257,Isaac,Newman,['F'],+1 - 6633785139,"{'street_address': '9252 Guzman Vista', 'city': 'Lake Samantha', 'state': 'Maryland', 'zipcode': '52901'}",2000-09-04,A+,LightGray,440
2258,Danny,Chen,['F'],+44 - 1695389509,"{'street_address': '8966 Jeff Neck Apt. 357', 'city': 'New John', 'state': 'New Hampshire', 'zipcode': '26705'}",1967-03-01,A-,Wheat,786
2259,Breanna,Shannon,['F'],+81 - 4163340897,"{'street_address': '278 Schultz Valleys', 'city': 'East Julie', 'state': 'Connecticut', 'zipcode': '34050'}",1959-08-18,O+,Chocolate,827
2260,Sherry,Schneider,['F'],+91 - 4985132366,"{'street_address': '8107 Richard Isle Suite 872', 'city': 'Port Jeremyton', 'state': 'Colorado', 'zipcode': '41811'}",1995-10-24,AB+,SteelBlue,516
2261,Marcus,Martinez,['F'],+86 - 7451786153,"{'street_address': '09062 Newman Ferry Apt. 718', 'city': 'Sullivanfurt', 'state': 'Rhode Island', 'zipcode': '60903'}",1948-06-05,AB-,BurlyWood,700
2262,Samantha,Walters,['M'],+44 - 8345597719,"{'street_address': '7468 Harrison Viaduct', 'city': 'Brandonbury', 'state': 'Nevada', 'zipcode': '42315'}",2000-07-28,A-,PapayaWhip,820
2263,Jesus,Garcia,['F'],+81 - 6601312645,"{'street_address': '49946 Charles Row Suite 384', 'city': 'Port Crystalhaven', 'state': 'Wyoming', 'zipcode': '08440'}",1953-04-04,A+,Pink,399
2264,Paul,Harris,['F'],+1 - 6429368185,"{'street_address': '220 Jean Ville Suite 289', 'city': 'Greenview', 'state': 'Maryland', 'zipcode': '67445'}",1982-05-29,AB+,Sienna,405
2265,Ricky,Butler,['M'],+44 - 8524794380,"{'street_address': '19600 Schaefer Trace Suite 121', 'city': 'Carlbury', 'state': 'Washington', 'zipcode': '79403'}",1983-10-29,A+,LemonChiffon,396
2266,Sharon,Mccullough,['M'],+1 - 7957032584,"{'street_address': '0046 Watkins Ports Apt. 345', 'city': 'Clarkport', 'state': 'Vermont', 'zipcode': '35692'}",1990-08-09,A+,DarkSlateBlue,465
2267,Lisa,Garcia,['M'],+1 - 0390609609,"{'street_address': '78246 Michelle Village', 'city': 'New Sara', 'state': 'North Dakota', 'zipcode': '17300'}",1996-04-16,AB-,Bisque,385
2268,Beth,Briggs,['M'],+44 - 7267961560,"{'street_address': '15611 Escobar Springs Suite 912', 'city': 'South Ronaldfort', 'state': 'Alabama', 'zipcode': '61680'}",1991-05-15,AB-,Lavender,336
2269,Thomas,Ruiz,['F'],+81 - 0866255202,"{'street_address': '563 Velez Pike Suite 960', 'city': 'East Mary', 'state': 'North Carolina', 'zipcode': '76085'}",2005-02-20,O+,PaleVioletRed,571
2270,Michael,Banks,['M'],+1 - 1901814585,"{'street_address': '8121 Torres Inlet Apt. 275', 'city': 'Lake Leon', 'state': 'Michigan', 'zipcode': '46057'}",1945-02-13,A-,Crimson,656
2271,Larry,Holmes,['F'],+44 - 2770776588,"{'street_address': '538 Anderson Squares', 'city': 'Emilyhaven', 'state': 'Indiana', 'zipcode': '02632'}",1981-01-03,AB-,Lavender,822
2272,Robert,Jackson,['M'],+44 - 4790027757,"{'street_address': '683 Neal Avenue Apt. 208', 'city': 'Mcdonaldshire', 'state': 'Oklahoma', 'zipcode': '29429'}",1996-05-10,A+,Linen,621
2273,Jessica,Butler,['M'],+81 - 5605212302,"{'street_address': '3547 Hall Junction', 'city': 'East Dianatown', 'state': 'New Hampshire', 'zipcode': '14869'}",1965-11-15,O-,White,733
2274,Jennifer,Miller,['F'],+91 - 7798475021,"{'street_address': '2232 Holly Plains', 'city': 'East Deborahbury', 'state': 'Ohio', 'zipcode': '25060'}",1983-10-10,AB-,Orange,363
2275,Laura,Hernandez,['F'],+81 - 3050549363,"{'street_address': '9638 Carr Views', 'city': 'Shellyville', 'state': 'Connecticut', 'zipcode': '40642'}",1958-07-26,AB-,LightSlateGray,340
2276,Thomas,Barnett,['F'],+86 - 2774745324,"{'street_address': '468 Jacobs Harbors', 'city': 'Port Sean', 'state': 'Virginia', 'zipcode': '90906'}",1967-10-28,AB-,BlanchedAlmond,675
2277,Cameron,Perez,['F'],+81 - 3140969798,"{'street_address': '241 Scott Isle Suite 707', 'city': 'West Amy', 'state': 'Louisiana', 'zipcode': '20891'}",1973-10-13,B-,DarkSlateGray,640
2278,Gloria,Hamilton,['F'],+91 - 0952461771,"{'street_address': '2031 Welch Islands', 'city': 'Greenmouth', 'state': 'Rhode Island', 'zipcode': '04796'}",1959-06-23,A+,LightSkyBlue,768
2279,Matthew,Salazar,['M'],+91 - 5878117020,"{'street_address': '63962 Hensley Lights', 'city': 'Tammyhaven', 'state': 'Kentucky', 'zipcode': '06686'}",1971-12-30,A-,CadetBlue,632
2280,Alec,King,['F'],+86 - 0967155976,"{'street_address': '063 Steven Burg Apt. 842', 'city': 'Lake April', 'state': 'Massachusetts', 'zipcode': '58437'}",1955-06-02,B-,Gainsboro,356
2281,Sheri,Jones,['F'],+1 - 7506454352,"{'street_address': '26645 Hernandez Well', 'city': 'East Travis', 'state': 'Texas', 'zipcode': '63717'}",1981-10-04,AB-,Cyan,430
2282,Shelley,Serrano,['F'],+44 - 7102041839,"{'street_address': '783 Kirby Fort', 'city': 'Kevinstad', 'state': 'Ohio', 'zipcode': '46870'}",1964-04-17,O-,Cornsilk,805
2283,Cindy,Rivera,['M'],+91 - 2663581309,"{'street_address': '17320 Baker Green', 'city': 'Lake Katherinebury', 'state': 'Massachusetts', 'zipcode': '17527'}",1973-04-20,B+,PaleGreen,786
2284,Karen,Anderson,['M'],+81 - 4644874864,"{'street_address': '9805 Herman Dam Apt. 705', 'city': 'West Laurenchester', 'state': 'Mississippi', 'zipcode': '73759'}",1989-09-05,B-,Gainsboro,748
2285,Robert,Hernandez,['F'],+1 - 7502150268,"{'street_address': '70686 Archer Islands Suite 633', 'city': 'Brayton', 'state': 'Nebraska', 'zipcode': '22072'}",1958-08-27,A+,DarkBlue,762
2286,Anthony,Nelson,['M'],+1 - 2464783667,"{'street_address': '87095 Bowman Club', 'city': 'Laurenhaven', 'state': 'Nebraska', 'zipcode': '44282'}",1994-09-05,AB-,MistyRose,624
2287,Alejandra,Foster,['F'],+1 - 4225898172,"{'street_address': '11027 Davis Expressway Suite 572', 'city': 'Valdezview', 'state': 'Montana', 'zipcode': '67065'}",1999-03-02,O+,Moccasin,328
2288,Carl,Morales,['M'],+44 - 5384567657,"{'street_address': '287 John Road Suite 430', 'city': 'Kennedyland', 'state': 'Florida', 'zipcode': '10477'}",1996-09-21,O+,OliveDrab,381
2289,Adam,Floyd,['M'],+81 - 8473353720,"{'street_address': '339 Ortiz Isle', 'city': 'North Derrickchester', 'state': 'Arizona', 'zipcode': '42936'}",1984-07-09,A+,CadetBlue,741
2290,Robert,Mcconnell,['F'],+44 - 9265321934,"{'street_address': '3923 Barnes Fort', 'city': 'North Stephanieton', 'state': 'Alaska', 'zipcode': '92950'}",1963-10-09,B-,DarkMagenta,837
2291,Stacey,Patel,['M'],+86 - 5698459617,"{'street_address': '387 Kirk Station', 'city': 'Port Amanda', 'state': 'Massachusetts', 'zipcode': '00912'}",1985-03-21,O+,Orchid,667
2292,Jeffrey,Gonzalez,['F'],+44 - 0872035712,"{'street_address': '40248 Mcconnell Hill', 'city': 'East Kimberlyhaven', 'state': 'Montana', 'zipcode': '25641'}",1979-09-08,AB+,LightSkyBlue,302
2293,Vincent,Jones,['M'],+81 - 5830644975,"{'street_address': '79641 Clayton Flat', 'city': 'West Donnaland', 'state': 'Mississippi', 'zipcode': '75209'}",1972-01-13,B-,SeaGreen,727
2294,Mark,Alexander,['F'],+86 - 6594181430,"{'street_address': '06418 Julie Cape Apt. 354', 'city': 'New Linda', 'state': 'Utah', 'zipcode': '92148'}",1993-05-06,O+,Beige,316
2295,Brian,Cooper,['F'],+86 - 2362214711,"{'street_address': '610 Sanchez Rapid Suite 391', 'city': 'West Aprilfort', 'state': 'Vermont', 'zipcode': '75677'}",2002-10-04,A-,DeepSkyBlue,496
2296,Susan,Lewis,['F'],+91 - 2175287503,"{'street_address': '676 Sara Plain Apt. 021', 'city': 'Port Jessicahaven', 'state': 'Connecticut', 'zipcode': '45258'}",1997-06-05,A-,DarkGoldenRod,551
2297,Mary,Elliott,['M'],+1 - 7811690230,"{'street_address': '9821 Hall Center', 'city': 'Walshville', 'state': 'Florida', 'zipcode': '31283'}",1947-11-08,O+,LightYellow,533
2298,Amanda,West,['M'],+44 - 3608758457,"{'street_address': '8145 Maria Gateway', 'city': 'East Donnaberg', 'state': 'Texas', 'zipcode': '05558'}",1957-11-16,A-,PaleTurquoise,557
2299,Gregory,Crane,['F'],+91 - 2933244460,"{'street_address': '53875 Michael Mews', 'city': 'Annetteport', 'state': 'Georgia', 'zipcode': '50749'}",2002-12-29,B-,Tan,594
2300,Scott,Hardin,['M'],+91 - 4722982452,"{'street_address': '626 Nelson Mission Apt. 155', 'city': 'North Gregoryshire', 'state': 'Wisconsin', 'zipcode': '62618'}",2004-10-20,B-,Lime,712
2301,Pamela,Avila,['M'],+91 - 8123101464,"{'street_address': '5661 David Path Suite 785', 'city': 'Lake Alejandro', 'state': 'Kansas', 'zipcode': '12244'}",1968-06-16,AB+,Olive,772
2302,Judith,Stokes,['F'],+1 - 9304515771,"{'street_address': '30113 Anthony Oval Apt. 278', 'city': 'Bethanytown', 'state': 'Iowa', 'zipcode': '32764'}",1998-07-28,A-,Khaki,322
2303,Ana,Dawson,['X'],+91 - 9466306568,"{'street_address': '59914 Cabrera Place', 'city': 'East Michelle', 'state': 'North Carolina', 'zipcode': '53701'}",1962-08-11,A+,Pink,801
2304,Laura,Mcclain,['F'],+44 - 1531346355,"{'street_address': '46546 Wendy Turnpike Suite 277', 'city': 'South Sergioberg', 'state': 'Tennessee', 'zipcode': '63679'}",1982-12-05,O+,MediumPurple,425
2305,Emily,Eaton,['F'],+81 - 7046101329,"{'street_address': '1264 Miller Alley Apt. 534', 'city': 'Port Leslie', 'state': 'Alaska', 'zipcode': '42065'}",1988-11-10,AB+,SkyBlue,355
2306,Paul,Landry,['F'],+1 - 0857317357,"{'street_address': '956 David Orchard', 'city': 'Jackieland', 'state': 'Michigan', 'zipcode': '01072'}",1954-11-13,O-,MediumOrchid,532
2307,Brittany,Rivera,['F'],+44 - 8367897874,"{'street_address': '441 Morris Parkways Apt. 182', 'city': 'South Anna', 'state': 'Arizona', 'zipcode': '90012'}",1983-12-04,A+,Indigo,575
2308,Jamie,Rush,['M'],+1 - 5261434337,"{'street_address': '88315 Kimberly Curve Apt. 785', 'city': 'Greertown', 'state': 'Kansas', 'zipcode': '83624'}",1975-12-17,A+,Sienna,447
2309,Bryan,Castillo,['F'],+1 - 9665486091,"{'street_address': '308 Gomez Ways Suite 354', 'city': 'Aliton', 'state': 'Minnesota', 'zipcode': '38144'}",1955-05-09,AB+,Gold,454
2310,Thomas,Johnson,['M'],+86 - 6552998343,"{'street_address': '5504 Alfred Rest', 'city': 'South Sherri', 'state': 'Idaho', 'zipcode': '46508'}",1998-09-06,B-,MediumOrchid,329
2311,Austin,Cole,['M'],+91 - 5048869233,"{'street_address': '461 Perez Mill', 'city': 'Deanside', 'state': 'Connecticut', 'zipcode': '73627'}",1946-05-23,O-,DodgerBlue,822
2312,Melinda,Phillips,['M'],+86 - 5497951850,"{'street_address': '3477 Jennifer Hill Apt. 046', 'city': 'South Tinaside', 'state': 'Oklahoma', 'zipcode': '84623'}",1989-12-29,A-,SlateBlue,632
2313,Kevin,Smith,['M'],+81 - 5598858137,"{'street_address': '574 Brown Shore', 'city': 'East Craigton', 'state': 'Nebraska', 'zipcode': '81832'}",1951-03-01,O-,FireBrick,718
2314,Robert,Garza,['F'],+86 - 5656785427,"{'street_address': '45240 Mark Rest Apt. 680', 'city': 'North Jennifermouth', 'state': 'Kentucky', 'zipcode': '61316'}",1996-09-19,AB-,Fuchsia,473
2315,Anne,Schmidt,['F'],+86 - 2753393495,"{'street_address': '2140 Vazquez Well', 'city': 'Youngview', 'state': 'Massachusetts', 'zipcode': '73910'}",2002-08-31,AB+,SeaShell,701
2316,Russell,Martin,['M'],+81 - 1019331400,"{'street_address': '26201 George Glens', 'city': 'Hodgeston', 'state': 'California', 'zipcode': '53939'}",1998-09-02,A-,LightSlateGray,313
2317,Brandon,Lopez,['F'],+86 - 4676745297,"{'street_address': '24144 White Ford Suite 680', 'city': 'New Travisfurt', 'state': 'Nebraska', 'zipcode': '73277'}",1944-02-29,A+,LawnGreen,336
2318,James,Bowen,['F'],+81 - 0181770406,"{'street_address': '242 Derek Mills', 'city': 'New Pamela', 'state': 'North Carolina', 'zipcode': '11583'}",1961-06-12,B-,DodgerBlue,479
2319,Christopher,Waller,['M'],+91 - 5558244670,"{'street_address': '9611 Holt Crossroad', 'city': 'Ginamouth', 'state': 'Louisiana', 'zipcode': '29360'}",1971-10-26,B+,SeaShell,624
2320,Austin,Gutierrez,['F'],+44 - 4919150754,"{'street_address': '53916 Robertson Well', 'city': 'Bryanstad', 'state': 'Florida', 'zipcode': '93998'}",1976-01-22,O+,Linen,578
2321,Alyssa,James,['M'],+86 - 0085957164,"{'street_address': '2065 Fletcher Shores', 'city': 'Christianshire', 'state': 'Indiana', 'zipcode': '40491'}",1986-10-26,O-,Olive,444
2322,Michelle,Bowman,['M'],+81 - 2288757823,"{'street_address': '39948 Lamb Fort', 'city': 'Ingramton', 'state': 'Maryland', 'zipcode': '69287'}",1983-11-23,O+,DarkSalmon,625
2323,Brandon,Haynes,['M'],+86 - 2019178327,"{'street_address': '294 Mcdonald Radial', 'city': 'Underwoodmouth', 'state': 'Massachusetts', 'zipcode': '71386'}",1972-08-25,O-,AntiqueWhite,405
2324,Amy,Webster,['F'],+91 - 7389135205,"{'street_address': '5806 Tonya Locks Suite 967', 'city': 'Bellstad', 'state': 'Washington', 'zipcode': '39018'}",1971-10-03,B+,Chocolate,572
2325,Robert,Jackson,['M'],+1 - 8211254464,"{'street_address': '9919 Elizabeth Track Suite 729', 'city': 'Lake Taylor', 'state': 'Utah', 'zipcode': '18489'}",1998-09-04,B-,Lavender,320
2326,Tiffany,Williams,['M'],+81 - 7630547472,"{'street_address': '52618 Todd Stravenue Suite 664', 'city': 'Yubury', 'state': 'Kentucky', 'zipcode': '82245'}",1973-02-21,AB+,Tan,466
2327,Kayla,Robinson,['M'],+1 - 2270063380,"{'street_address': '51365 Alexander Keys Suite 024', 'city': 'Jamesberg', 'state': 'Rhode Island', 'zipcode': '58424'}",1965-12-29,A+,Salmon,581
2328,April,Savage,['M'],+86 - 5226902906,"{'street_address': '71224 Smith Fork Suite 583', 'city': 'South Joycechester', 'state': 'Wyoming', 'zipcode': '36003'}",2001-03-29,O+,Gainsboro,568
2329,Lisa,Roman,['M'],+86 - 5844518374,"{'street_address': '7154 Wall Mews', 'city': 'Port Brittany', 'state': 'North Carolina', 'zipcode': '35287'}",1951-04-24,B+,Moccasin,308
2330,Stephanie,Adams,['M'],+1 - 2903567321,"{'street_address': '71816 Andrea Landing', 'city': 'Seanview', 'state': 'Hawaii', 'zipcode': '43964'}",1951-05-11,B+,MediumBlue,498
2331,William,Coleman,['M'],+86 - 7865328833,"{'street_address': '877 Amanda Loop', 'city': 'North Christina', 'state': 'Colorado', 'zipcode': '79705'}",1992-12-02,B-,Cornsilk,489
2332,Steven,Wallace,['F'],+1 - 6833467566,"{'street_address': '65653 Michael Mews', 'city': 'Robbinsmouth', 'state': 'Rhode Island', 'zipcode': '26652'}",2003-04-04,AB-,Sienna,568
2333,Mark,Johnson,['M'],+86 - 5365762086,"{'street_address': '230 Christina Road', 'city': 'Margaretmouth', 'state': 'Texas', 'zipcode': '09997'}",1996-03-14,B-,SeaGreen,445
2334,Kristen,Munoz,['M'],+44 - 7920038809,"{'street_address': '3972 Jeffrey Lane', 'city': 'East Tonyahaven', 'state': 'Virginia', 'zipcode': '70922'}",1947-03-27,AB+,BlanchedAlmond,591
2335,Daniel,Jennings,['M'],+1 - 5503923322,"{'street_address': '728 Davis Union Apt. 717', 'city': 'New Laura', 'state': 'Tennessee', 'zipcode': '69551'}",1958-01-28,A+,Sienna,609
2336,Sarah,Horne,['M'],+1 - 9402942886,"{'street_address': '432 Joshua Vista', 'city': 'East Donnahaven', 'state': 'Delaware', 'zipcode': '31891'}",1992-11-09,A-,PaleGreen,492
2337,Jennifer,Green,['M'],+1 - 2656798367,"{'street_address': '1648 Meyers Radial Apt. 825', 'city': 'South Jessicaville', 'state': 'Illinois', 'zipcode': '72878'}",1994-06-29,AB+,MediumVioletRed,631
2338,Angela,Maldonado,['F'],+91 - 8927701092,"{'street_address': '16000 Douglas Center', 'city': 'Lake Vincentport', 'state': 'Virginia', 'zipcode': '10968'}",1991-08-14,AB-,LightSlateGray,847
2339,Trevor,Smith,['M'],+91 - 3725728497,"{'street_address': '823 Wu Vista', 'city': 'Royville', 'state': 'West Virginia', 'zipcode': '66969'}",1962-03-04,A-,SlateGray,715
2340,Maria,Campbell,['M'],+1 - 3557832570,"{'street_address': '99663 Roberta Street', 'city': 'North Danielland', 'state': 'Montana', 'zipcode': '67433'}",1980-11-02,B+,DarkSlateGray,539
2341,James,Washington,['F'],+44 - 3693602773,"{'street_address': '63894 Hayden Street Apt. 949', 'city': 'West Dianahaven', 'state': 'Maine', 'zipcode': '20722'}",1974-02-13,B+,Orange,436
2342,Angela,Thomas,['M'],+86 - 9182494224,"{'street_address': '235 Ellis Skyway Apt. 250', 'city': 'New Nicole', 'state': 'Wyoming', 'zipcode': '87970'}",1997-09-21,B-,HotPink,441
2343,Rebecca,Francis,['M'],+1 - 7504397732,"{'street_address': '9810 Webster Loop Suite 951', 'city': 'Lake Darius', 'state': 'Kentucky', 'zipcode': '12963'}",1950-12-27,AB-,PaleGreen,845
2344,Robert,Crosby,['M'],+1 - 2486968109,"{'street_address': '7697 Ramirez Union', 'city': 'North Patricia', 'state': 'Montana', 'zipcode': '79480'}",1959-01-07,AB+,AntiqueWhite,311
